STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,AGG_METHOD,AGG_METHOD_LABEL,DECIMALS,DECIMALS_LABEL,DATABASE_ID,DATABASE_ID_LABEL,COMMENT_TS,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,PER,Peru,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,0.984,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,POL,Poland,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,2.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,QAT,Qatar,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,1.676,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ROU,Romania,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,1.783,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,RUS,Russian Federation,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,3.939,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,WSM,Samoa,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,0.28,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SMR,San Marino,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,2.399,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SAU,Saudi Arabia,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,1.346,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SGP,Singapore,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,0.723,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SVN,Slovenia,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,1.882,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SLB,Solomon Islands,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,0.135,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SDN,Sudan,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,0.09,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SWE,Sweden,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,2.8,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CHE,Switzerland,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,2.8,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SYR,Syrian Arab Republic,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,0.807,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,TJK,Tajikistan,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,2.556,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,THA,Thailand,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,0.182,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,TGO,Togo,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,0.085,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,TUN,Tunisia,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,0.461,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,TKM,Turkmenistan,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,3.44,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,UKR,Ukraine,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,4.06,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,USA,United States,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,1.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,UZB,Uzbekistan,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,3.255,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,VUT,Vanuatu,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,0.204,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,VEN,"Venezuela, RB",WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,1.399,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,VNM,Viet Nam,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1986,1.056,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,AFG,Afghanistan,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1987,0.179,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,AUS,Australia,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1987,2.1,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,AZE,Azerbaijan,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1987,3.906,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BEL,Belgium,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1987,3.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BIH,Bosnia and Herzegovina,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1987,1.485,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BGR,Bulgaria,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1987,3.022,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CAN,Canada,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1987,2.1,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CHN,China,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1987,1.37,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,COD,"Congo, Dem. Rep.",WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1987,0.075,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CRI,Costa Rica,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1987,0.968,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,EST,Estonia,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1987,3.484,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,FRA,France,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1987,2.8,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GEO,Georgia,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1987,4.808,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GHA,Ghana,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1987,0.049,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GRC,Greece,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1987,3.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,HUN,Hungary,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1987,2.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ISL,Iceland,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1987,2.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,IRN,"Iran, Islamic Rep.",WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1987,0.376,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,IRQ,Iraq,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1987,0.576,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,KOR,"Korea, Rep.",WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1987,0.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LVA,Latvia,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1987,4.112,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LTU,Lithuania,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1987,3.885,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LUX,Luxembourg,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1987,1.8,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
