STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHN,China,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_SCR,Type: Score,_Z,Not Applicable,_Z,Not Applicable,2019,4.35,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHN,China,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_RNK,Type: Rank,_Z,Not Applicable,_Z,Not Applicable,2019,34.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_VAL,Type: Value,_Z,Not Applicable,_Z,Not Applicable,2024,17.1,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_SCR,Type: Score,_Z,Not Applicable,_Z,Not Applicable,2024,2.425,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_RNK,Type: Rank,_Z,Not Applicable,_Z,Not Applicable,2024,80.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_VAL,Type: Value,_Z,Not Applicable,_Z,Not Applicable,2021,17.1,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_SCR,Type: Score,_Z,Not Applicable,_Z,Not Applicable,2021,2.425,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_RNK,Type: Rank,_Z,Not Applicable,_Z,Not Applicable,2021,80.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_VAL,Type: Value,_Z,Not Applicable,_Z,Not Applicable,2019,16.8,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_SCR,Type: Score,_Z,Not Applicable,_Z,Not Applicable,2019,2.4,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_RNK,Type: Rank,_Z,Not Applicable,_Z,Not Applicable,2019,81.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_VAL,Type: Value,_Z,Not Applicable,_Z,Not Applicable,2024,11.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_SCR,Type: Score,_Z,Not Applicable,_Z,Not Applicable,2024,1.9166666666666667,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_RNK,Type: Rank,_Z,Not Applicable,_Z,Not Applicable,2024,97.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_VAL,Type: Value,_Z,Not Applicable,_Z,Not Applicable,2021,11.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_SCR,Type: Score,_Z,Not Applicable,_Z,Not Applicable,2021,1.9166666666666667,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_RNK,Type: Rank,_Z,Not Applicable,_Z,Not Applicable,2021,97.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_VAL,Type: Value,_Z,Not Applicable,_Z,Not Applicable,2019,11.4,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_SCR,Type: Score,_Z,Not Applicable,_Z,Not Applicable,2019,1.95,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_RNK,Type: Rank,_Z,Not Applicable,_Z,Not Applicable,2019,96.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_VAL,Type: Value,_Z,Not Applicable,_Z,Not Applicable,2024,2.8,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_SCR,Type: Score,_Z,Not Applicable,_Z,Not Applicable,2024,1.2333333333333334,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_RNK,Type: Rank,_Z,Not Applicable,_Z,Not Applicable,2024,118.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_VAL,Type: Value,_Z,Not Applicable,_Z,Not Applicable,2021,2.8,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_SCR,Type: Score,_Z,Not Applicable,_Z,Not Applicable,2021,1.2333333333333334,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_RNK,Type: Rank,_Z,Not Applicable,_Z,Not Applicable,2021,118.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_VAL,Type: Value,_Z,Not Applicable,_Z,Not Applicable,2019,2.8,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_SCR,Type: Score,_Z,Not Applicable,_Z,Not Applicable,2019,1.2333333333333334,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_RNK,Type: Rank,_Z,Not Applicable,_Z,Not Applicable,2019,117.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_VAL,Type: Value,_Z,Not Applicable,_Z,Not Applicable,2024,55.4,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_SCR,Type: Score,_Z,Not Applicable,_Z,Not Applicable,2024,5.616666666666666,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_RNK,Type: Rank,_Z,Not Applicable,_Z,Not Applicable,2024,19.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_VAL,Type: Value,_Z,Not Applicable,_Z,Not Applicable,2021,55.4,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_SCR,Type: Score,_Z,Not Applicable,_Z,Not Applicable,2021,5.616666666666666,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_RNK,Type: Rank,_Z,Not Applicable,_Z,Not Applicable,2021,19.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_VAL,Type: Value,_Z,Not Applicable,_Z,Not Applicable,2019,54.900000000000006,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_SCR,Type: Score,_Z,Not Applicable,_Z,Not Applicable,2019,5.575,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_RNK,Type: Rank,_Z,Not Applicable,_Z,Not Applicable,2019,20.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_VAL,Type: Value,_Z,Not Applicable,_Z,Not Applicable,2024,34.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_SCR,Type: Score,_Z,Not Applicable,_Z,Not Applicable,2024,3.833333333333333,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_RNK,Type: Rank,_Z,Not Applicable,_Z,Not Applicable,2024,41.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_VAL,Type: Value,_Z,Not Applicable,_Z,Not Applicable,2021,34.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_SCR,Type: Score,_Z,Not Applicable,_Z,Not Applicable,2021,3.833333333333333,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_RNK,Type: Rank,_Z,Not Applicable,_Z,Not Applicable,2021,41.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_VAL,Type: Value,_Z,Not Applicable,_Z,Not Applicable,2019,34.300000000000004,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_SCR,Type: Score,_Z,Not Applicable,_Z,Not Applicable,2019,3.858333333333334,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_RNK,Type: Rank,_Z,Not Applicable,_Z,Not Applicable,2019,40.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_VAL,Type: Value,_Z,Not Applicable,_Z,Not Applicable,2024,66.2,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_SCR,Type: Score,_Z,Not Applicable,_Z,Not Applicable,2024,6.516666666666668,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_RNK,Type: Rank,_Z,Not Applicable,_Z,Not Applicable,2024,9.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_VAL,Type: Value,_Z,Not Applicable,_Z,Not Applicable,2021,66.2,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_SCR,Type: Score,_Z,Not Applicable,_Z,Not Applicable,2021,6.516666666666668,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_RNK,Type: Rank,_Z,Not Applicable,_Z,Not Applicable,2021,9.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_VAL,Type: Value,_Z,Not Applicable,_Z,Not Applicable,2019,66.6,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_SCR,Type: Score,_Z,Not Applicable,_Z,Not Applicable,2019,6.55,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_RNK,Type: Rank,_Z,Not Applicable,_Z,Not Applicable,2019,10.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_VAL,Type: Value,_Z,Not Applicable,_Z,Not Applicable,2024,26.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_SCR,Type: Score,_Z,Not Applicable,_Z,Not Applicable,2024,3.1666666666666665,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WEF_TTDI_HOSPBED,"Hospital beds density per 10,000 pop",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,NUMBER,Number,WEF_TTDI_RNK,Type: Rank,_Z,Not Applicable,_Z,Not Applicable,2024,55.0,WEF_TTDI,Travel & Tourism Development Index (TTDI),0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
